labels,text
politics,জিয়াউর রহমানের শাহাদাত বার্ষিকী উপলক্ষে খাদ্যসামগ্রী বিতরণ
politics,করোনায় মারা গেলেন বাকলিয়া বিএনপি নেতা শাহীন
national,আবার প্রতারণা
national,লেনদেন কমেছে ডিএসইতে
kolkata,পুলিশকর্মীর মৃত্যুতে দু’জনকে সাসপেন্ড  করল লালবাজার
entertainment,পুষ্পা টু-তেও নাচবেন সামান্থা
editorial,সম্পাদক সমীপেষু: বাজির দৌরাত্ম্য
editorial,জল-জঙ্গল বিক্রির ব্যবস্থা?
lifestyle,"মদের নেশায় অচেতন হতেই কবর দিয়ে দিয়েছিলেন পড়শিরা, জেগে উঠে পুলিশে গেলেন যুবক"
national,দুর্নীতি ধরে ফেলা ৩ সিএজি আধিকারিককে বদলি কেন্দ্রের
entertainment,ঐশ্বর্যার ‘পোন্নিয়িন সেলভান’ ছবির প্রযোজনা সংস্থার দফতরে ইডির হানা
editorial,সম্পাদক সমীপেষু: জাতীয় সঙ্গীত
entertainment,‘ডন ৩’-এর পাকা কথা সারা হল বলে! অভিনয়ের আগে কোন পেশার সঙ্গে যুক্ত ছিলেন কিয়ারা?
kolkata,"টানা ছুটি, পড়ার ঘাটতি পূরণে অনলাইন ক্লাস নিচ্ছে কিছু স্কুল"
lifestyle,"‘খারাপ’ কোলেস্টেরল বেড়ে যাওয়ার ঝুঁকি পুরুষদের তুলনায় মহিলাদেরই বেশি, কেন জানেন?"
national,"বিশ্ববিদ্যালয়ের আচার্য হবেন শিক্ষাবিদরা, কেরালা বিধাসভায় পাশ বিল"
sports,নাসিরের অনুরোধ
sports,"অবসর নিয়ে মেসির বিশেষ পরিকল্পনা, প্রকাশ্যে আনলেন বন্ধু সুয়ারেজ়"
state,চেয়ারম্যান পদে ইস্তফা রাজু সাহানির
state,পাহাড়ে বন্‌ধ স্থগিত
technology,নোকিয়া ৬; অ্যামাজন সেলে পান ২০০০ টাকা ক্যাশব্যাক সহ মেক মাই ট্রিপে ছাড়
kolkata,পেট ফুঁড়ে ঢুকেছে রেলিংয়ের ছুঁচলো অংশ! কলকাতা ময়দানে ফের ঘোড়ার মৃত্যুতে দুর্দশা কাটবে কি?
national,কৃষকদের একজোট করেই লড়াতে হবে কৃষকসভার সম্মেলনে সম্মিলিত মঞ্চের আহ্বান
technology,"সেপ্টেম্বরেই ফের নয়া ইভেন্ট, বাজারে আসছে Apple-এর একাধিক নতুন ডিভাইস"
kolkata,"বেআব্রু তোলাবাজি, ক্যাম্পাসে দখলদারি, এন্ডরুজ কলেজে তৃণমূলের গোষ্ঠীসংঘর্ষে"
lifestyle,আপনার সঙ্গী আড়ালে  পরকীয়ায় মজে নেই তো!  ৫ আচরণ দেখলে অবশ্যই  খেয়াল রাখতে হবে
national,ভারতীয় ধনকুবের  আদানি কীভাবে একদিনে ২৫০০ কোটি ডলার হারালেন
international,সৌদি সীমান্ত-রক্ষীদের গুলিতে শত শত অভিবাসী খুন: রিপোর্ট
politics,"‘মোদী সরকারের গুন্ডামি চরমে’, ইডি অভিযান নিয়ে কেন্দ্রকে আক্রমণ আপ নেতার"
lifestyle,সঙ্গীর পাহাড় পছন্দ? মধুচন্দ্রিমায় যেতে পারেন  সবুজে ঘেরা নিরিবিলি  রিকিসুমে
politics,তিস্তাসহ অভিন্ন নদীর পানি বণ্টনে ইতিবাচক অগ্রগতি : কাদের
sports,"বিশ্বকাপের প্রস্তুতিতে সুবিধা পাবে ইংল্যান্ড, ভারতকে কৃতিত্ব দিলেন অধিনায়ক বাটলার"
politics,কোম্পানীগঞ্জে কাদের মির্জার ডাকে হরতাল চলছে
international,উষ্ণতম বছর হতে চলেছে ২০২৩
sports,"এশিয়া কাপের দল ঘোষণা করল আরও এক দেশ, ছ’বছর পর প্রত্যাবর্তন ক্রিকেটারের"
